item,itemLabel,statements,ensg_wdt,entrez,ensg_panglao,species
Q14890025,Avpr1a,22,ENSMUSG00000020123,54140,ENSMUSG00000020123,Mus musculus
Q18258058,Spag5,32,ENSMUSG00000002055,54141,ENSMUSG00000002055,Mus musculus
Q18305877,Tex24,18,ENSMUSG00000071138,541463,ENSMUSG00000071138,Mus musculus
Q18258059,Rdh7,20,ENSMUSG00000040134,54150,ENSMUSG00000040134,Mus musculus
Q18258060,Cyhr1,42,ENSMUSG00000053929,54151,ENSMUSG00000053929,Mus musculus
Q18258061,Dnal4,27,ENSMUSG00000022420,54152,ENSMUSG00000022420,Mus musculus
Q18258062,Rasa4,38,ENSMUSG00000004952,54153,ENSMUSG00000004952,Mus musculus
Q18258063,Egfl6,20,ENSMUSG00000000402,54156,ENSMUSG00000000402,Mus musculus
Q18258064,Rnase2b,18,ENSMUSG00000059606,54159,ENSMUSG00000059606,Mus musculus
Q18258065,Copg2,32,ENSMUSG00000025607,54160,ENSMUSG00000025607,Mus musculus
Q18258066,Copg1,30,ENSMUSG00000030058,54161,ENSMUSG00000030058,Mus musculus
Q18305878,Trcg1,17,ENSMUSG00000070298,541610,ENSMUSG00000070298,Mus musculus
Q14906891,Icos,23,ENSMUSG00000026009,54167,ENSMUSG00000026009,Mus musculus
Q18258068,Kat6b,42,ENSMUSG00000021767,54169,ENSMUSG00000021767,Mus musculus
Q18258069,Rragc,26,ENSMUSG00000028646,54170,ENSMUSG00000028646,Mus musculus
Q18258070,Cpsf4,32,ENSMUSG00000029625,54188,ENSMUSG00000029625,Mus musculus
Q18258071,Rabep1,30,ENSMUSG00000020817,54189,ENSMUSG00000020817,Mus musculus
Q18258072,Pbsn,12,,54192,ENSMUSG00000000003,Mus musculus
Q18258073,Akap8l,32,ENSMUSG00000002625,54194,ENSMUSG00000002625,Mus musculus
Q18258075,Pabpn1,14,,54196,ENSMUSG00000022194,Mus musculus
Q18258076,Rnf5,13,,54197,ENSMUSG00000015478,Mus musculus
Q18258077,Snx3,22,ENSMUSG00000019804,54198,ENSMUSG00000019804,Mus musculus
Q18258078,Ccrl2,22,ENSMUSG00000043953,54199,ENSMUSG00000043953,Mus musculus
Q18258079,Sult2b1,33,ENSMUSG00000003271,54200,ENSMUSG00000003271,Mus musculus
Q18258080,Zfp316,22,ENSMUSG00000046658,54201,ENSMUSG00000046658,Mus musculus
Q18258081,Sept1,33,ENSMUSG00000000486,54204,ENSMUSG00000000486,Mus musculus
Q18258082,Arl6ip1,26,ENSMUSG00000030654,54208,ENSMUSG00000030654,Mus musculus
Q18258083,Golga4,54,ENSMUSG00000038708,54214,ENSMUSG00000038708,Mus musculus
Q18258084,Cd160,23,ENSMUSG00000038304,54215,ENSMUSG00000038304,Mus musculus
Q18258085,Pcdh7,37,ENSMUSG00000029108,54216,ENSMUSG00000029108,Mus musculus
Q18258086,Rpl36,19,ENSMUSG00000057863,54217,ENSMUSG00000057863,Mus musculus
Q18258087,B3galt4,19,ENSMUSG00000067370,54218,ENSMUSG00000067370,Mus musculus
Q18258088,Cd320,23,ENSMUSG00000002308,54219,ENSMUSG00000002308,Mus musculus
Q18258089,Arhgef5,26,ENSMUSG00000033542,54324,ENSMUSG00000033542,Mus musculus
Q18258090,Elovl1,31,ENSMUSG00000006390,54325,ENSMUSG00000006390,Mus musculus
Q18258091,Elovl2,22,ENSMUSG00000021364,54326,ENSMUSG00000021364,Mus musculus
Q18258092,Slc23a2,33,ENSMUSG00000027340,54338,ENSMUSG00000027340,Mus musculus
Q18258094,Gnpnat1,36,ENSMUSG00000037722,54342,ENSMUSG00000037722,Mus musculus
Q18258095,Atf7ip,38,ENSMUSG00000030213,54343,ENSMUSG00000030213,Mus musculus
Q18258096,Elp5,33,ENSMUSG00000018565,54351,ENSMUSG00000018565,Mus musculus
Q18258097,Irx5,20,ENSMUSG00000031737,54352,ENSMUSG00000031737,Mus musculus
Q18258098,Skap2,13,,54353,ENSMUSG00000059182,Mus musculus
Q18258099,Rassf5,26,ENSMUSG00000026430,54354,ENSMUSG00000026430,Mus musculus
Q18258100,Epb41l4b,32,ENSMUSG00000028434,54357,ENSMUSG00000028434,Mus musculus
Q18258101,Rpp30,27,ENSMUSG00000024800,54364,ENSMUSG00000024800,Mus musculus
Q18258102,Ctnnal1,30,ENSMUSG00000038816,54366,ENSMUSG00000038816,Mus musculus
Q18258103,Zfp326,32,ENSMUSG00000029290,54367,ENSMUSG00000029290,Mus musculus
Q18258104,Gp9,22,ENSMUSG00000030054,54368,ENSMUSG00000030054,Mus musculus
Q18258105,Nme6,39,ENSMUSG00000032478,54369,ENSMUSG00000032478,Mus musculus
Q18258106,Chst2,14,,54371,ENSMUSG00000033350,Mus musculus
Q18258107,Prss16,23,ENSMUSG00000006179,54373,ENSMUSG00000006179,Mus musculus
Q18258108,Azin1,34,ENSMUSG00000037458,54375,ENSMUSG00000037458,Mus musculus
Q18258109,Cacng3,14,,54376,ENSMUSG00000066189,Mus musculus
Q18258110,Cacng4,21,ENSMUSG00000020723,54377,ENSMUSG00000020723,Mus musculus
Q18258111,Cacng6,16,,54378,ENSMUSG00000078815,Mus musculus
Q18258112,Smarcal1,36,ENSMUSG00000039354,54380,ENSMUSG00000039354,Mus musculus
Q18258113,Cpq,26,ENSMUSG00000039007,54381,ENSMUSG00000039007,Mus musculus
Q18258114,Tcstv1,17,ENSMUSG00000096284,54382,ENSMUSG00000096284,Mus musculus
Q18258115,Phc2,41,ENSMUSG00000028796,54383,ENSMUSG00000028796,Mus musculus
Q18258116,Mtmr7,29,ENSMUSG00000039431,54384,ENSMUSG00000039431,Mus musculus
Q18258117,Mcm3ap,25,ENSMUSG00000001150,54387,ENSMUSG00000001150,Mus musculus
Q18258118,Hils1,18,ENSMUSG00000038994,54388,ENSMUSG00000038994,Mus musculus
Q18258119,Sit1,20,ENSMUSG00000028460,54390,ENSMUSG00000028460,Mus musculus
Q21129542,Rfk,25,ENSMUSG00000024712,54391,ENSMUSG00000024712,Mus musculus
Q18258121,Ncapg,27,ENSMUSG00000015880,54392,ENSMUSG00000015880,Mus musculus
Q18258122,Gabbr1,36,ENSMUSG00000024462,54393,ENSMUSG00000024462,Mus musculus
Q18258123,Crlf3,29,ENSMUSG00000017561,54394,ENSMUSG00000017561,Mus musculus
Q18258124,Irgm2,21,ENSMUSG00000069874,54396,ENSMUSG00000069874,Mus musculus
Q18258125,Ppt2,35,ENSMUSG00000015474,54397,ENSMUSG00000015474,Mus musculus
Q18258126,Bet1l,29,ENSMUSG00000025484,54399,ENSMUSG00000025484,Mus musculus
Q18258127,Ywhab,22,ENSMUSG00000018326,54401,ENSMUSG00000018326,Mus musculus
Q18258128,Stk19,26,ENSMUSG00000061207,54402,ENSMUSG00000061207,Mus musculus
Q18258129,Slc4a4,39,ENSMUSG00000060961,54403,ENSMUSG00000060961,Mus musculus
Q18258130,Ndufa1,13,,54405,ENSMUSG00000016427,Mus musculus
Q14913719,Ramp2,13,,54409,ENSMUSG00000001240,Mus musculus
Q18258132,Atp6ap1,31,ENSMUSG00000019087,54411,ENSMUSG00000019087,Mus musculus
Q18258133,Fmn2,25,ENSMUSG00000028354,54418,ENSMUSG00000028354,Mus musculus
Q18258134,Cldn6,23,ENSMUSG00000023906,54419,ENSMUSG00000023906,Mus musculus
Q18258135,Cldn8,21,ENSMUSG00000050520,54420,ENSMUSG00000050520,Mus musculus
Q18258136,Barhl1,32,ENSMUSG00000026805,54422,ENSMUSG00000026805,Mus musculus
Q18258137,Hgfac,32,ENSMUSG00000029102,54426,ENSMUSG00000029102,Mus musculus
Q18258138,Dnmt3l,31,ENSMUSG00000000730,54427,ENSMUSG00000000730,Mus musculus
Q18258139,Unc93b1,28,ENSMUSG00000036908,54445,ENSMUSG00000036908,Mus musculus
Q18258140,Nfat5,48,ENSMUSG00000003847,54446,ENSMUSG00000003847,Mus musculus
Q18258141,Asah2,30,ENSMUSG00000024887,54447,ENSMUSG00000024887,Mus musculus
Q18258142,Il1f6,20,ENSMUSG00000026984,54448,ENSMUSG00000026984,Mus musculus
Q18258143,Il1f5,27,ENSMUSG00000026983,54450,ENSMUSG00000026983,Mus musculus
Q18258144,Cpsf3,38,ENSMUSG00000054309,54451,ENSMUSG00000054309,Mus musculus
Q18305879,Cfap74,50,ENSMUSG00000078490,544678,ENSMUSG00000078490,Mus musculus
Q18305880,Tbc1d32,23,ENSMUSG00000038122,544696,ENSMUSG00000038122,Mus musculus
Q18305884,Krtap10-10,20,,544710,ENSMUSG00000112223,Mus musculus
Q18258145,Tollip,26,ENSMUSG00000025139,54473,ENSMUSG00000025139,Mus musculus
Q18305891,Olfr765,13,,544748,ENSMUSG00000056853,Mus musculus
Q18305892,Olfr779,9,,544749,ENSMUSG00000044537,Mus musculus
Q18305893,Tug1,25,ENSMUSG00000056579,544752,ENSMUSG00000056579,Mus musculus
Q18305894,Hbq1b,12,,544763,ENSMUSG00000073063,Mus musculus
Q18305898,Myh13,20,ENSMUSG00000060180,544791,ENSMUSG00000060180,Mus musculus
Q18305899,Gsg1l2,18,ENSMUSG00000097886,544792,ENSMUSG00000097886,Mus musculus
Q18305901,Tmem92,21,ENSMUSG00000075610,544806,ENSMUSG00000075610,Mus musculus
Q18305906,Arhgap27,35,ENSMUSG00000034255,544817,ENSMUSG00000034255,Mus musculus
Q14881874,Mefv,25,ENSMUSG00000022534,54483,ENSMUSG00000022534,Mus musculus
Q18258147,Mkrn1,35,ENSMUSG00000029922,54484,ENSMUSG00000029922,Mus musculus
Q18258148,Dll4,22,ENSMUSG00000027314,54485,ENSMUSG00000027314,Mus musculus
Q18258149,Hpgds,58,ENSMUSG00000029919,54486,ENSMUSG00000029919,Mus musculus
Q18305915,Ighv5-9,7,,544896,ENSMUSG00000095285,Mus musculus
Q18305918,Zkscan4,12,,544922,ENSMUSG00000054931,Mus musculus
Q18305923,Gm10770,9,,544945,ENSMUSG00000074837,Mus musculus
Q18305924,Hnrnpa1l2-ps,9,,544954,ENSMUSG00000086743,Mus musculus
Q18305925,Iqgap2,30,ENSMUSG00000021676,544963,ENSMUSG00000021676,Mus musculus
Q18305926,Bdp1,32,ENSMUSG00000049658,544971,ENSMUSG00000049658,Mus musculus
Q18305933,Wdfy4,28,ENSMUSG00000051506,545030,ENSMUSG00000051506,Mus musculus
Q18305937,Cma2,20,ENSMUSG00000068289,545055,ENSMUSG00000068289,Mus musculus
Q18305940,Wdr70,27,ENSMUSG00000039828,545085,ENSMUSG00000039828,Mus musculus
Q18305945,Cyp2d11,17,ENSMUSG00000068085,545123,ENSMUSG00000068085,Mus musculus
Q18305946,Tdg-ps,18,ENSMUSG00000047347,545124,ENSMUSG00000047347,Mus musculus
Q18305948,Fam186b,23,ENSMUSG00000078907,545136,ENSMUSG00000078907,Mus musculus
Q18305950,Olfr288,20,ENSMUSG00000075427,545140,ENSMUSG00000075427,Mus musculus
Q18305952,Kalrn,83,ENSMUSG00000061751,545156,ENSMUSG00000061751,Mus musculus
Q18305953,Rpl21-ps5,9,,545172,ENSMUSG00000071475,Mus musculus
Q18258150,Apbb1ip,27,ENSMUSG00000026786,54519,ENSMUSG00000026786,Mus musculus
Q18305958,Baiap3,30,ENSMUSG00000047507,545192,ENSMUSG00000047507,Mus musculus
Q18305959,Stk-ps1,18,,545204,ENSMUSG00000092555,Mus musculus
Q18305960,Olfr111,23,ENSMUSG00000090675,545205,ENSMUSG00000090675,Mus musculus
Q18305962,Gm5814,9,,545208,ENSMUSG00000096361,Mus musculus
Q18305963,Gm5815,9,,545216,ENSMUSG00000046952,Mus musculus
Q18305964,Rpl21-ps7,9,,545226,ENSMUSG00000094256,Mus musculus
Q18305967,G430049J08Rik,8,,545238,ENSMUSG00000096528,Mus musculus
Q18258151,Syt6,45,ENSMUSG00000027849,54524,ENSMUSG00000027849,Mus musculus
Q18305968,Gm5819,9,,545242,ENSMUSG00000092097,Mus musculus
Q18258152,Syt7,45,ENSMUSG00000024743,54525,ENSMUSG00000024743,Mus musculus
Q18258153,Syt10,24,ENSMUSG00000063260,54526,ENSMUSG00000063260,Mus musculus
Q18305971,Arsi,24,ENSMUSG00000036412,545260,ENSMUSG00000036412,Mus musculus
Q18305972,Bvht,10,,545261,ENSMUSG00000098098,Mus musculus
Q18305978,Gal3st3,20,ENSMUSG00000047658,545276,ENSMUSG00000047658,Mus musculus
Q18305979,Ms4a15,23,ENSMUSG00000067571,545279,ENSMUSG00000067571,Mus musculus
Q18305981,Cyp2c67,18,ENSMUSG00000062624,545288,ENSMUSG00000062624,Mus musculus
Q18305983,Hpse2,26,ENSMUSG00000074852,545291,ENSMUSG00000074852,Mus musculus
Q18305991,Cfhr2,10,,545366,ENSMUSG00000033898,Mus musculus
Q18305994,Hmcn1,30,ENSMUSG00000066842,545370,ENSMUSG00000066842,Mus musculus
Q18305995,Sh2d1b2,12,,545378,ENSMUSG00000073494,Mus musculus
Q18305996,Ifi214,12,,545384,ENSMUSG00000070501,Mus musculus
Q18305997,Rbm8a2,10,,545388,ENSMUSG00000078184,Mus musculus
Q18305998,Cep170,51,ENSMUSG00000057335,545389,ENSMUSG00000057335,Mus musculus
Q18306002,Fcnaos,7,,545410,ENSMUSG00000052403,Mus musculus
Q18306003,Olfr367-ps,11,,545417,ENSMUSG00000049094,Mus musculus
Q18306005,Ccdc141,38,ENSMUSG00000044033,545428,ENSMUSG00000044033,Mus musculus
Q18306009,Olfr1177-ps,9,,545443,ENSMUSG00000075128,Mus musculus
Q18306010,Olfr1285,9,,545447,ENSMUSG00000109521,Mus musculus
Q18306015,Zfp345,11,,545471,ENSMUSG00000074731,Mus musculus
Q18306017,Scrt2,20,ENSMUSG00000060257,545474,ENSMUSG00000060257,Mus musculus
Q18306018,Defb28,12,,545475,ENSMUSG00000074679,Mus musculus
Q18306019,Bpifa6,19,ENSMUSG00000078998,545477,ENSMUSG00000078998,Mus musculus
Q18306020,Arhgap40,21,ENSMUSG00000074625,545481,ENSMUSG00000074625,Mus musculus
Q18306021,Tubb1,14,,545486,ENSMUSG00000016255,Mus musculus
Q18306033,Erich6,22,ENSMUSG00000070471,545527,ENSMUSG00000070471,Mus musculus
Q18306038,Gm5849,8,,545541,ENSMUSG00000096621,Mus musculus
Q18306042,Lce1j,10,,545547,ENSMUSG00000068887,Mus musculus
Q18306043,Lce3a,11,,545548,ENSMUSG00000054325,Mus musculus
Q18306046,Ankrd34a,21,ENSMUSG00000049097,545554,ENSMUSG00000049097,Mus musculus
Q18306050,Amy2b,10,,545562,ENSMUSG00000083079,Mus musculus
Q18258154,Nap1l3,18,ENSMUSG00000055733,54561,ENSMUSG00000055733,Mus musculus
Q18306060,Fam205a2,24,ENSMUSG00000094066,545611,ENSMUSG00000094066,Mus musculus
Q18258155,Lrrc6,22,ENSMUSG00000022375,54562,ENSMUSG00000022375,Mus musculus
Q18306063,Ptpn3,30,ENSMUSG00000038764,545622,ENSMUSG00000038764,Mus musculus
Q18258156,Nup210,33,ENSMUSG00000030091,54563,ENSMUSG00000030091,Mus musculus
Q18306087,Fhad1os1,10,,545691,ENSMUSG00000085424,Mus musculus
Q18306089,Smarca5-ps,10,,545700,ENSMUSG00000052912,Mus musculus
Q18306095,Mterf1a,24,ENSMUSG00000040429,545725,ENSMUSG00000040429,Mus musculus
Q20969219,Gm16367,10,,545762,ENSMUSG00000096550,Mus musculus
Q18306109,Tmem233,19,ENSMUSG00000079278,545798,ENSMUSG00000079278,Mus musculus
Q18306110,Rps2-ps5,9,,545808,ENSMUSG00000098713,Mus musculus
Q18306111,Pilrb2,45,ENSMUSG00000066682,545812,ENSMUSG00000066682,Mus musculus
Q18306112,Smok3a,22,ENSMUSG00000075599,545814,ENSMUSG00000075599,Mus musculus
Q18306113,Cyp2w1,25,ENSMUSG00000029541,545817,ENSMUSG00000029541,Mus musculus
Q18306114,Zar1l,21,ENSMUSG00000056586,545824,ENSMUSG00000056586,Mus musculus
Q18306119,Igkv14-111,7,,545847,ENSMUSG00000095771,Mus musculus
Q18306120,Igkv4-80,7,,545848,ENSMUSG00000076540,Mus musculus
Q18306121,Igkv4-78,7,,545849,ENSMUSG00000094315,Mus musculus
Q18306122,Igkv5-45,7,,545850,ENSMUSG00000094094,Mus musculus
Q18306123,Igkv12-44,7,,545851,ENSMUSG00000096422,Mus musculus
Q18306124,Amd-ps2,9,,545852,ENSMUSG00000106192,Mus musculus
Q18306131,Vmn2r25,11,,545874,ENSMUSG00000094672,Mus musculus
Q18306136,Mansc4,20,ENSMUSG00000072662,545893,ENSMUSG00000072662,Mus musculus
Q18306137,Atp6v0c-ps1,9,,545901,ENSMUSG00000108761,Mus musculus
Q18306138,Ptprh,33,ENSMUSG00000035429,545902,ENSMUSG00000035429,Mus musculus
Q18306139,Vmn2r39,15,,545909,ENSMUSG00000096658,Mus musculus
Q18306142,Zscan4d,12,,545913,ENSMUSG00000090714,Mus musculus
Q18306143,Obox3-ps6,9,,545921,ENSMUSG00000093421,Mus musculus
Q18306144,Psg27,11,,545925,ENSMUSG00000070797,Mus musculus
Q18306147,Vmn1r173,11,,545934,ENSMUSG00000115021,Mus musculus
Q18306150,Scgb2b19,19,ENSMUSG00000096467,545947,ENSMUSG00000096467,Mus musculus
Q18306151,Scgb1b20,17,ENSMUSG00000094978,545948,ENSMUSG00000094978,Mus musculus
Q18306156,Cers3,23,ENSMUSG00000030510,545975,ENSMUSG00000030510,Mus musculus
Q18258157,Calcrl,25,ENSMUSG00000059588,54598,ENSMUSG00000059588,Mus musculus
Q18306158,Olfr612,12,,545985,ENSMUSG00000094119,Mus musculus
Q18258158,Foxo4,23,ENSMUSG00000042903,54601,ENSMUSG00000042903,Mus musculus
Q18306163,Crxos,25,ENSMUSG00000074365,546024,ENSMUSG00000074365,Mus musculus
Q18306166,Spag11b,22,ENSMUSG00000059463,546038,ENSMUSG00000059463,Mus musculus
Q18258159,Pcnx,36,ENSMUSG00000021140,54604,ENSMUSG00000021140,Mus musculus
Q18306169,Adam39,12,,546055,ENSMUSG00000054033,Mus musculus
Q18258160,Socs6,31,ENSMUSG00000056153,54607,ENSMUSG00000056153,Mus musculus
Q18306171,Mast3,29,ENSMUSG00000031833,546071,ENSMUSG00000031833,Mus musculus
Q18258161,Abhd2,14,,54608,ENSMUSG00000039202,Mus musculus
Q18258162,Ubqln2,20,ENSMUSG00000050148,54609,ENSMUSG00000050148,Mus musculus
Q18258163,Tbc1d8,30,ENSMUSG00000003134,54610,ENSMUSG00000003134,Mus musculus
Q18258164,Pde3a,22,ENSMUSG00000041741,54611,ENSMUSG00000041741,Mus musculus
Q18306179,Ubtfl1,21,ENSMUSG00000074502,546118,ENSMUSG00000074502,Mus musculus
Q18258165,Sfrp5,19,ENSMUSG00000018822,54612,ENSMUSG00000018822,Mus musculus
Q18258166,St3gal6,53,ENSMUSG00000022747,54613,ENSMUSG00000022747,Mus musculus
Q18306182,Gramd2,34,ENSMUSG00000074259,546134,ENSMUSG00000074259,Mus musculus
Q18258167,Prpf40b,55,ENSMUSG00000023007,54614,ENSMUSG00000023007,Mus musculus
Q18306183,Ccpg1os,13,,546143,ENSMUSG00000086158,Mus musculus
Q18306184,Wdr72,29,ENSMUSG00000044976,546144,ENSMUSG00000044976,Mus musculus
Q18258168,Npff,20,ENSMUSG00000023052,54615,ENSMUSG00000023052,Mus musculus
Q18258169,Extl3,26,ENSMUSG00000021978,54616,ENSMUSG00000021978,Mus musculus
Q18306188,Fbxw25,9,,546160,ENSMUSG00000094992,Mus musculus
Q18306189,Fbxw18,12,,546161,ENSMUSG00000074059,Mus musculus
Q18306196,Gm5926,23,ENSMUSG00000094601,546205,ENSMUSG00000094601,Mus musculus
Q18306198,Igkv4-53,7,,546213,ENSMUSG00000095753,Mus musculus
Q18258170,Paf1,31,ENSMUSG00000003437,54624,ENSMUSG00000003437,Mus musculus
Q18306200,Igkv4-61,7,,546244,ENSMUSG00000076552,Mus musculus
Q18306210,Rhox3g,12,,546294,ENSMUSG00000080933,Mus musculus
Q18306211,Rhox3d-ps,10,,546295,ENSMUSG00000082297,Mus musculus
Q18306212,Rps2-ps13,9,,546298,ENSMUSG00000081684,Mus musculus
Q18258171,Prickle3,24,ENSMUSG00000031145,54630,ENSMUSG00000031145,Mus musculus
Q14907394,Nphs1,25,ENSMUSG00000006649,54631,ENSMUSG00000006649,Mus musculus
Q18258173,Ftsj1,29,ENSMUSG00000031171,54632,ENSMUSG00000031171,Mus musculus
Q18258174,Pqbp1,29,ENSMUSG00000031157,54633,ENSMUSG00000031157,Mus musculus
Q18306217,Prrg1,42,ENSMUSG00000047996,546336,ENSMUSG00000047996,Mus musculus
Q18258175,Magix,21,ENSMUSG00000031147,54634,ENSMUSG00000031147,Mus musculus
Q18258176,Pdgfc,24,ENSMUSG00000028019,54635,ENSMUSG00000028019,Mus musculus
Q18258177,Wdr45,74,ENSMUSG00000039382,54636,ENSMUSG00000039382,Mus musculus
Q18258178,Praf2,20,ENSMUSG00000031149,54637,ENSMUSG00000031149,Mus musculus
Q18258179,Ccdc22,21,ENSMUSG00000031143,54638,ENSMUSG00000031143,Mus musculus
Q18258183,Otud5,34,ENSMUSG00000031154,54644,ENSMUSG00000031154,Mus musculus
Q18258184,Gripap1,59,ENSMUSG00000031153,54645,ENSMUSG00000031153,Mus musculus
Q18258185,Ppp1r3f,13,,54646,ENSMUSG00000039556,Mus musculus
Q18258186,Ccdc120,29,ENSMUSG00000031150,54648,ENSMUSG00000031150,Mus musculus
Q18306235,Olfr785,10,,546488,ENSMUSG00000111732,Mus musculus
Q18258187,Sfmbt1,36,ENSMUSG00000006527,54650,ENSMUSG00000006527,Mus musculus
Q18306237,Rpl9-ps3,9,,546500,ENSMUSG00000085718,Mus musculus
Q18258188,Usp27x,21,ENSMUSG00000046269,54651,ENSMUSG00000046269,Mus musculus
Q18306239,Tmem235,21,ENSMUSG00000070330,546519,ENSMUSG00000070330,Mus musculus
Q18258189,Cacna1f,32,ENSMUSG00000031142,54652,ENSMUSG00000031142,Mus musculus
Q18306243,Serpina3h,11,,546546,ENSMUSG00000041449,Mus musculus
Q18306246,Klhl33,25,ENSMUSG00000090799,546611,ENSMUSG00000090799,Mus musculus
Q18306247,Trav4d-2,9,,546612,ENSMUSG00000082819,Mus musculus
Q18306252,Ly6g,27,ENSMUSG00000022582,546644,ENSMUSG00000022582,Mus musculus
Q18306253,Klhdc7b,13,,546648,ENSMUSG00000091680,Mus musculus
Q18258190,Atp8b2,39,ENSMUSG00000060671,54667,ENSMUSG00000060671,Mus musculus
Q18306259,Gm5965,15,ENSMUSG00000009047,546672,ENSMUSG00000009047,Mus musculus
Q18306262,Gm16519,9,,546695,ENSMUSG00000066983,Mus musculus
Q18258191,Atp8b1,22,ENSMUSG00000039529,54670,ENSMUSG00000039529,Mus musculus
Q18258192,Adgrg3,29,ENSMUSG00000060470,54672,ENSMUSG00000060470,Mus musculus
Q18306267,Ppp1r2-ps3,11,,546723,ENSMUSG00000058816,Mus musculus
Q18306268,Cyp26c1,21,ENSMUSG00000062432,546726,ENSMUSG00000062432,Mus musculus
Q18306269,Calhm1,15,,546729,ENSMUSG00000079258,Mus musculus
Q18258193,Sh3glb1,39,ENSMUSG00000037062,54673,ENSMUSG00000037062,Mus musculus
Q18306274,Olfr220,13,,546747,ENSMUSG00000066671,Mus musculus
Q18306281,Etv3l,20,ENSMUSG00000118505,546801,ENSMUSG00000104058,Mus musculus
Q18258195,Prdx5,26,ENSMUSG00000024953,54683,ENSMUSG00000024953,Mus musculus
Q18306289,Mup-ps21,9,,546832,ENSMUSG00000083524,Mus musculus
Q18306292,Cyp2j7,10,,546837,ENSMUSG00000081362,Mus musculus
Q18306293,Ldlrad1,26,ENSMUSG00000070877,546840,ENSMUSG00000070877,Mus musculus
Q18306294,Cyp4a30-ps,9,,546842,ENSMUSG00000083190,Mus musculus
Q18306301,Cfap73,19,ENSMUSG00000094282,546886,ENSMUSG00000094282,Mus musculus
Q18306303,Olfr455,12,,546896,ENSMUSG00000071494,Mus musculus
Q18306305,Vmn1r34,11,,546901,ENSMUSG00000091012,Mus musculus
Q18306306,Vmn1r-ps24,9,,546902,ENSMUSG00000093504,Mus musculus
Q18306307,Vmn1r39,11,,546903,ENSMUSG00000093755,Mus musculus
Q18306308,Igkv8-31,9,,546905,ENSMUSG00000105781,Mus musculus
Q18306310,Vmn2r21,11,,546912,ENSMUSG00000093820,Mus musculus
Q18306311,Vmn2r22,11,,546913,ENSMUSG00000095486,Mus musculus
Q18306315,Vmn1r176,12,,546943,ENSMUSG00000096859,Mus musculus
Q18306316,Vmn1r170,12,,546944,ENSMUSG00000094187,Mus musculus
Q18306317,Rpl23a-ps8,9,,546947,ENSMUSG00000100734,Mus musculus
Q18306318,Rpl23a-ps9,9,,546949,ENSMUSG00000102041,Mus musculus
Q18306319,Rpl23a-ps10,9,,546951,ENSMUSG00000101327,Mus musculus
Q18306322,Vmn2r62,11,,546964,ENSMUSG00000091926,Mus musculus
Q18258196,Crtam,15,,54698,ENSMUSG00000032021,Mus musculus
Q18306325,Vmn2r74,11,,546980,ENSMUSG00000090774,Mus musculus
Q18306326,Vmn2r75,11,,546981,ENSMUSG00000090436,Mus musculus
Q18306327,Vmn2r77,11,,546983,ENSMUSG00000090949,Mus musculus
Q18306328,Olfr607,18,ENSMUSG00000081945,546989,ENSMUSG00000081945,Mus musculus
Q18258197,Eif3i,26,ENSMUSG00000028798,54709,ENSMUSG00000028798,Mus musculus
Q18306345,Gm6020,9,,547091,ENSMUSG00000069475,Mus musculus
Q18258198,Hs3st3b1,21,ENSMUSG00000070407,54710,ENSMUSG00000070407,Mus musculus
Q18306348,Trim43a,20,ENSMUSG00000090693,547109,ENSMUSG00000090693,Mus musculus
Q18258199,Plagl2,19,ENSMUSG00000051413,54711,ENSMUSG00000051413,Mus musculus
Q18258200,Plxnc1,25,ENSMUSG00000074785,54712,ENSMUSG00000074785,Mus musculus
Q18306349,Tmem181b-ps,11,,547127,ENSMUSG00000096780,Mus musculus
Q18258201,Fezf2,23,ENSMUSG00000021743,54713,ENSMUSG00000021743,Mus musculus
Q20950835,Rhox7a,11,,547168,ENSMUSG00000071767,Mus musculus
Q18306359,Zc3h12b,26,ENSMUSG00000035045,547176,ENSMUSG00000035045,Mus musculus
Q18258202,Rcan1,25,ENSMUSG00000022951,54720,ENSMUSG00000022951,Mus musculus
Q14914488,Tyk2,32,ENSMUSG00000032175,54721,ENSMUSG00000032175,Mus musculus
Q18306363,Cyp4a28-ps,9,,547220,ENSMUSG00000081823,Mus musculus
Q18258205,Tfip11,25,ENSMUSG00000029345,54723,ENSMUSG00000029345,Mus musculus
Q18258206,Cadm1,41,ENSMUSG00000032076,54725,ENSMUSG00000032076,Mus musculus
Q18306365,Parp14,27,ENSMUSG00000034422,547253,ENSMUSG00000034422,Mus musculus
Q18306367,Gm6030,7,,547267,ENSMUSG00000062284,Mus musculus
Q18306370,Trav13n-3,7,,547328,ENSMUSG00000096038,Mus musculus
Q18306371,Trav16d-dv11,7,,547329,ENSMUSG00000076796,Mus musculus
Q18306372,Trav14-3,7,,547330,ENSMUSG00000094212,Mus musculus
Q20950583,Fhitos,10,,547334,ENSMUSG00000089833,Mus musculus
Q18306375,Fam220-ps,9,,547412,ENSMUSG00000080254,Mus musculus
Q18306377,Trav7-3,7,,547420,ENSMUSG00000096908,Mus musculus
Q18306378,Trav15n-2,7,,547424,ENSMUSG00000104915,Mus musculus
Q18306379,Trav18,7,,547427,ENSMUSG00000076861,Mus musculus
Q18306380,Trav19,7,,547428,ENSMUSG00000076862,Mus musculus
Q18306381,Btnl2,24,ENSMUSG00000024340,547431,ENSMUSG00000024340,Mus musculus
