,official gene symbol,cell type (general),cell type id (human),gene id
1994,DLK1,Chondrocytes,Q101405092,Q18033372
1995,DLK1,Hepatoblasts,Q101404910,Q18033372
1996,DLK1,Leydig cells,Q101405116,Q18033372
1997,DLK1,Pericytes,Q101405045,Q18033372
1998,MEG3,Beta cells,Q101405087,Q18041809
1999,MEG3,Hepatic stellate cells,Q101404946,Q18041809
2000,MEG3,Neurons,Q101405104,Q18041809
2001,RGS16,Beta cells,Q101405087,Q18031122
2002,RGS16,Enteric glia cells,Q101405119,Q18031122
2003,RGS16,Pancreatic progenitor cells,Q101405063,Q18031122
2004,RELN,Cajal-Retzius cells,Q101405091,Q414043
2005,RELN,Hepatic stellate cells,Q101404946,Q414043
2006,RELN,Interneurons,Q101405035,Q414043
2007,DIABLO,Cajal-Retzius cells,Q101405091,Q18042415
2008,DIABLO,Plasma cells,Q101405123,Q18042415
2009,ST3GAL5,Cajal-Retzius cells,Q101405091,Q18033490
2010,ISOC1,Cajal-Retzius cells,Q101405091,Q18039919
2011,SMOC2,Cajal-Retzius cells,Q101405091,Q18045557
2012,SMOC2,Crypt cells,Q101405043,Q18045557
2013,SMOC2,Enterocytes,Q101405073,Q18045557
2014,SMOC2,Leydig cells,Q101405116,Q18045557
2015,DYNC1I1,Cajal-Retzius cells,Q101405091,Q248215
2016,DYNC1I1,Neurons,Q101405104,Q248215
2017,NHLH2,Cajal-Retzius cells,Q101405091,Q18030135
2018,NHLH2,Retinal ganglion cells,Q101405117,Q18030135
2019,CLSTN2,Cajal-Retzius cells,Q101405091,Q18045550
2020,CLSTN2,Olfactory epithelial cells,Q101405047,Q18045550
2021,TMEM163,Cajal-Retzius cells,Q101405091,Q18047060
2022,TMEM163,Interneurons,Q101405035,Q18047060
2023,TMEM163,Oligodendrocytes,Q101404898,Q18047060
2024,TMEM163,Retinal ganglion cells,Q101405117,Q18047060
2025,CACNA2D2,Cajal-Retzius cells,Q101405091,Q18033947
2026,CACNA2D2,Dopaminergic neurons,Q101405098,Q18033947
2027,CACNA2D2,Neurons,Q101405104,Q18033947
2028,CACNA2D2,Purkinje neurons,Q101404913,Q18033947
2029,CACNA2D2,Tanycytes,Q101405074,Q18033947
2030,CIB2,Cajal-Retzius cells,Q101405091,Q18035447
2031,NDNF,Cajal-Retzius cells,Q101405091,Q18046211
2032,NDNF,Interneurons,Q101405035,Q18046211
2033,NDNF,Photoreceptor cells,Q101404878,Q18046211
2034,NDNF,Photoreceptor cells,Q101404879,Q18046211
2035,LINGO1,Cajal-Retzius cells,Q101405091,Q18047852
2036,LINGO1,Interneurons,Q101405035,Q18047852
2037,LINGO1,Olfactory epithelial cells,Q101405047,Q18047852
2038,LNPK,Cajal-Retzius cells,Q101405091,Q18046823
2039,RNF138,Cajal-Retzius cells,Q101405091,Q18040293
2040,TMEM170B,Cajal-Retzius cells,Q101405091,Q18062480
2041,ABCC5,Cajal-Retzius cells,Q101405091,Q18034990
2042,ABCC5,Interneurons,Q101405035,Q18034990
2043,CNRIP1,Cajal-Retzius cells,Q101405091,Q18037803
2044,CNRIP1,Neurons,Q101405104,Q18037803
2045,EBF3,Cajal-Retzius cells,Q101405091,Q18053707
2046,EBF3,Olfactory epithelial cells,Q101405047,Q18053707
2047,FUT9,Cajal-Retzius cells,Q101405091,Q18035608
2048,FUT9,Immature neurons,Q101405067,Q18035608
2049,FUT9,Proximal tubule cells,Q101404885,Q18035608
2050,PABPN1,Cajal-Retzius cells,Q101405091,Q18032735
2051,PABPN1,Neurons,Q101405104,Q18032735
2052,GNL3L,Cajal-Retzius cells,Q101405091,Q18041096
2053,GNL3L,Neurons,Q101405104,Q18041096
2054,NUDT2,Cajal-Retzius cells,Q101405091,Q17829061
2055,NSMCE3,Cajal-Retzius cells,Q101405091,Q18042308
2056,DACH1,Cajal-Retzius cells,Q101405091,Q17912302
2057,DACH1,Loop of Henle cells,Q101405109,Q17912302
2058,DACH1,Podocytes,Q101405039,Q17912302
2059,FAM69B,Cajal-Retzius cells,Q101405091,Q18050720
2060,FAM69B,Neurons,Q101405104,Q18050720
2061,HOMER2,Cajal-Retzius cells,Q101405091,Q18034249
2062,HOMER2,Olfactory epithelial cells,Q101405047,Q18034249
2063,MAP9,Cajal-Retzius cells,Q101405091,Q18046436
2064,DNM3,Cajal-Retzius cells,Q101405091,Q18037903
2065,DNM3,Interneurons,Q101405035,Q18037903
2066,DNM3,Mast cells,Q101404923,Q18037903
2067,DNM3,Neurons,Q101405104,Q18037903
2068,LZTFL1,Cajal-Retzius cells,Q101405091,Q18041125
2069,FSD1,Cajal-Retzius cells,Q101405091,Q18046055
2070,TCEAL1,Cajal-Retzius cells,Q101405091,Q18034013
2071,RAB11FIP2,Cajal-Retzius cells,Q101405091,Q18036527
2072,BARHL2,Cajal-Retzius cells,Q101405091,Q18055560
2073,BARHL2,Neural stem/precursor cells,Q101405041,Q18055560
2074,BARHL2,Retinal ganglion cells,Q101405117,Q18055560
2075,TRIM44,Cajal-Retzius cells,Q101405091,Q18041243
2076,SLC17A6,Cajal-Retzius cells,Q101405091,Q18042873
2077,SLC17A6,Glutaminergic neurons,Q101404918,Q18042873
2078,SLC17A6,Interneurons,Q101405035,Q18042873
2079,SLC17A6,Neurons,Q101405104,Q18042873
2080,SLC17A6,Retinal ganglion cells,Q101405117,Q18042873
2081,SLC17A6,Trigeminal neurons,Q101404857,Q18042873
2082,B3GALT1,Cajal-Retzius cells,Q101405091,Q18033233
2083,SLITRK5,Cajal-Retzius cells,Q101405091,Q18037900
2084,ERC2,Cajal-Retzius cells,Q101405091,Q18037948
2085,NBEA,Cajal-Retzius cells,Q101405091,Q18038524
2086,NBEA,Interneurons,Q101405035,Q18038524
2087,NBEA,Neurons,Q101405104,Q18038524
2088,SLC25A36,Cajal-Retzius cells,Q101405091,Q18041631
2089,ZDBF2,Cajal-Retzius cells,Q101405091,Q18044418
2090,MAPK8,Cajal-Retzius cells,Q101405091,Q18255755
2091,GDF5,Cajal-Retzius cells,Q101405091,Q14912046
2092,ACHE,Cajal-Retzius cells,Q101405091,Q407983
2093,ACHE,Cholinergic neurons,Q101405051,Q407983
2094,ACHE,Langerhans cells,Q101405080,Q407983
2095,ACHE,Mast cells,Q101404923,Q407983
2096,ACHE,Megakaryocytes,Q101404874,Q407983
2097,ACHE,Myoblasts,Q101404940,Q407983
2098,CCM2,Cajal-Retzius cells,Q101405091,Q18047208
2099,CCM2,Pyramidal cells,Q101404930,Q18047208
2100,WRAP73,Cajal-Retzius cells,Q101405091,Q18039803
2101,NRG1,Cajal-Retzius cells,Q101405091,Q14914188
2102,NRG1,Olfactory epithelial cells,Q101405047,Q14914188
2103,ATP13A2,Cajal-Retzius cells,Q101405091,Q18037150
2104,CNTNAP2,Cajal-Retzius cells,Q101405091,Q18037897
2105,CNTNAP2,Neurons,Q101405104,Q18037897
2106,CNTNAP2,Photoreceptor cells,Q101404878,Q18037897
2107,CNTNAP2,Photoreceptor cells,Q101404879,Q18037897
2108,CNTNAP2,Purkinje neurons,Q101404913,Q18037897
2109,LHX1,Cajal-Retzius cells,Q101405091,Q18028551
2110,LHX1,Distal tubule cells,Q101405088,Q18028551
2111,LHX1,Interneurons,Q101405035,Q18028551
2112,LINGO2,Cajal-Retzius cells,Q101405091,Q18052365
2113,FAT3,Cajal-Retzius cells,Q101405091,Q18049382
2114,SRGAP3,Cajal-Retzius cells,Q101405091,Q18034864
2115,SRGAP3,Interneurons,Q101405035,Q18034864
2116,CDH4,Cajal-Retzius cells,Q101405091,Q17859830
2117,CDH4,Interneurons,Q101405035,Q17859830
2118,CDH4,Radial glia cells,Q101404897,Q17859830
2119,FLRT3,Cajal-Retzius cells,Q101405091,Q18037637
2120,EDIL3,Cajal-Retzius cells,Q101405091,Q18035014
2121,ZCCHC12,Cajal-Retzius cells,Q101405091,Q18052888
2122,ZCCHC12,Neurons,Q101405104,Q18052888
2123,FAM196A,Cajal-Retzius cells,Q101405091,Q18059500
2124,SMAD1,Cajal-Retzius cells,Q101405091,Q14903784
2125,SMAD1,Embryonic stem cells,Q101405112,Q14903784
2126,TBR1,Cajal-Retzius cells,Q101405091,Q18035619
2127,TBR1,Immature neurons,Q101405067,Q18035619
2128,TBR1,Pyramidal cells,Q101404930,Q18035619
2129,KCNH7,Cajal-Retzius cells,Q101405091,Q18048163
2130,LHX5,Cajal-Retzius cells,Q101405091,Q18045603
2131,LHX5,Interneurons,Q101405035,Q18045603
2132,CALB2,Cajal-Retzius cells,Q101405091,Q14908072
2133,CALB2,Interneurons,Q101405035,Q14908072
2134,CALB2,Leydig cells,Q101405116,Q14908072
2135,CALB2,Mesothelial cells,Q101405100,Q14908072
2136,CALB2,Neurons,Q101405104,Q14908072
2137,CALB2,Olfactory epithelial cells,Q101405047,Q14908072
2138,CALB2,Retinal progenitor cells,Q101404912,Q14908072
2139,CALB2,Stromal cells,Q101404941,Q14908072
2140,EMX2,Cajal-Retzius cells,Q101405091,Q17916811
2141,EMX2,Radial glia cells,Q101404897,Q17916811
2142,ZIC2,Cajal-Retzius cells,Q101405091,Q18032421
2143,WNT7B,Cajal-Retzius cells,Q101405091,Q18032364
2144,AATF,Cajal-Retzius cells,Q101405091,Q18038298
2145,NANOS1,Cajal-Retzius cells,Q101405091,Q18055440
2146,TBCK,Cajal-Retzius cells,Q101405091,Q18048728
2147,TBCK,Principal cells,Q101404911,Q18048728
2148,RGMB,Cajal-Retzius cells,Q101405091,Q18054586
2149,RGMB,Enteric neurons,Q101404906,Q18054586
2150,RGMB,Enterocytes,Q101405073,Q18054586
2151,DACT1,Cajal-Retzius cells,Q101405091,Q18040228
2152,EOMES,Cajal-Retzius cells,Q101405091,Q18032818
2153,EOMES,Interneurons,Q101405035,Q18032818
2154,EOMES,Neural stem/precursor cells,Q101405041,Q18032818
2155,EOMES,Neuroblasts,Q101405031,Q18032818
2156,CNR1,Cajal-Retzius cells,Q101405091,Q21163314
2157,CNR1,Neuroblasts,Q101405031,Q21163314
2158,HAR1A,Cajal-Retzius cells,Q101405091,Q18061997
2159,MYH6,Cardiac stem and precursor cells,Q101405076,Q18029742
2160,MYH6,Cardiomyocytes,Q101405077,Q18029742
2161,MYH6,Smooth muscle cells,Q101404901,Q18029742
2162,TBX18,Cardiac stem and precursor cells,Q101405076,Q18033823
2163,TBX18,Fibroblasts,Q101404861,Q18033823
2164,TBX18,Mesangial cells,Q101405121,Q18033823
2165,TBX18,Pericytes,Q101405045,Q18033823
2166,TBX18,Vascular smooth muscle cells,Q101404937,Q18033823
2167,FUT4,Cardiac stem and precursor cells,Q101405076,Q18024829
2168,FUT4,Embryonic stem cells,Q101405112,Q18024829
2169,FUT4,Eosinophils,Q101405048,Q18024829
2170,FUT4,Macrophages,Q101405081,Q18024829
2171,FUT4,Monocytes,Q101405036,Q18024829
2172,FUT4,Myeloid-derived suppressor cells,Q101062473,Q18024829
2173,FUT4,Myeloid-derived suppressor cells,Q101404944,Q18024829
2174,FUT4,Neutrophils,Q101405102,Q18024829
2175,KITLG,Cardiac stem and precursor cells,Q101405076,Q14912445
2176,KITLG,Embryonic stem cells,Q101405112,Q14912445
2177,KITLG,Hematopoietic stem cells,Q101405052,Q14912445
2178,KITLG,Sertoli cells,Q101404909,Q14912445
2179,NKX2-5,Cardiac stem and precursor cells,Q101405076,Q17911158
2180,NKX2-5,Cardiomyocytes,Q101405077,Q17911158
2181,GATA4,Cardiac stem and precursor cells,Q101405076,Q4039110
2182,GATA4,Cardiomyocytes,Q101405077,Q4039110
2183,GATA4,Enterocytes,Q101405073,Q4039110
2184,GATA4,Leydig cells,Q101405116,Q4039110
2185,GATA4,Myocytes,Q101404903,Q4039110
2186,GATA4,Sertoli cells,Q101404909,Q4039110
2187,ETV2,Cardiac stem and precursor cells,Q101405076,Q17917646
2188,ETV2,Hemangioblasts,Q101404945,Q17917646
2189,KIT,Cardiac stem and precursor cells,Q101405076,Q20969938
2190,KIT,Dendritic cells,Q101404869,Q20969938
2191,KIT,Embryonic stem cells,Q101405112,Q20969938
2192,KIT,Erythroblasts,Q101405046,Q20969938
2193,KIT,Erythroid-like and erythroid precursor cells,Q101404957,Q20969938
2194,KIT,Hematopoietic stem cells,Q101405052,Q20969938
2195,KIT,Mast cells,Q101404923,Q20969938
2196,KIT,Müller cells,Q101405096,Q20969938
2197,KIT,Müller cells,Q101405097,Q20969938
2198,KIT,NK cells,Q101404899,Q20969938
2199,KIT,Stromal cells,Q101404941,Q20969938
2200,ABCG2,Cardiac stem and precursor cells,Q101405076,Q4650095
2201,ABCG2,Embryonic stem cells,Q101405112,Q4650095
2202,ABCG2,Endothelial cells,Q101404908,Q4650095
2203,ABCG2,Endothelial cells (blood brain barrier),Q101405062,Q4650095
2204,ABCG2,Enterocytes,Q101405073,Q4650095
2205,ABCG2,Hematopoietic stem cells,Q101405052,Q4650095
2206,ABCG2,Mammary epithelial cells,Q101404863,Q4650095
2207,MESP1,Cardiac stem and precursor cells,Q101405076,Q18042144
2208,MESP1,Satellite cells,Q101404953,Q18042144
2209,ADGRL2,Cardiac stem and precursor cells,Q101405076,Q18037048
2210,ADGRL2,Interneurons,Q101405035,Q18037048
2211,TBX3,Cardiac stem and precursor cells,Q101405076,Q18031866
2212,TBX3,Myoblasts,Q101404940,Q18031866
2213,TBX4,Cardiac stem and precursor cells,Q101405076,Q18034328
2214,WNT5A,Cardiac stem and precursor cells,Q101405076,Q18032361
2215,WNT5A,Luminal epithelial cells,Q101404886,Q18032361
2216,WNT5A,Osteoblasts,Q101405044,Q18032361
2217,ANKRD1,Cardiac stem and precursor cells,Q101405076,Q18038575
2218,ANKRD1,Cardiomyocytes,Q101405077,Q18038575
2219,ANKRD1,Myocytes,Q101404903,Q18038575
2220,ANKRD1,Smooth muscle cells,Q101404901,Q18038575
2221,TNNC1,Cardiomyocytes,Q101405077,Q18032046
2222,TNNC1,Myocytes,Q101404903,Q18032046
2223,ADM,Cardiomyocytes,Q101405077,Q18247430
2224,ADM,Enterochromaffin cells,Q101405125,Q18247430
2225,ADM,Pericytes,Q101405045,Q18247430
2226,ADM,Podocytes,Q101405039,Q18247430
2227,ADM,Tanycytes,Q101405074,Q18247430
2228,ALCAM ,Cardiomyocytes,Q101405077,Q17816630
2229,NPPA,Cardiomyocytes,Q101405077,Q14860791
2230,NPPA,Myocytes,Q101404903,Q14860791
2231,FGF2,Cardiomyocytes,Q101405077,Q20969945
2232,FGF2,Fibroblasts,Q101404861,Q20969945
2233,NPPB,Cardiomyocytes,Q101405077,Q14865348
2234,NPPB,Myocytes,Q101404903,Q14865348
2235,TNNI3,Cardiomyocytes,Q101405077,Q18032049
2236,TNNI3,Granulosa cells,Q101404921,Q18032049
2237,TNNT2,Cardiomyocytes,Q101405077,Q18032051
2238,NPPC,Cardiomyocytes,Q101405077,Q18030202
2239,DES,Cardiomyocytes,Q101405077,Q14864844
2240,DES,Hepatic stellate cells,Q101404946,Q14864844
2241,DES,Mesothelial cells,Q101405100,Q14864844
2242,DES,Myoblasts,Q101404940,Q14864844
2243,DES,Myocytes,Q101404903,Q14864844
2244,DES,Myofibroblasts,Q101404949,Q14864844
2245,DES,Pericytes,Q101405045,Q14864844
2246,DES,Podocytes,Q101405039,Q14864844
2247,DES,Sertoli cells,Q101404909,Q14864844
2248,DES,Smooth muscle cells,Q101404901,Q14864844
2249,DES,Stromal cells,Q101404941,Q14864844
2250,HAND2,Cardiomyocytes,Q101405077,Q18034303
2251,HAND2,Enteric neurons,Q101404906,Q18034303
2252,HAND1,Cardiomyocytes,Q101405077,Q18034080
2253,HAND1,Trophoblast cells,Q101404927,Q18034080
2254,GATA6,Cardiomyocytes,Q101405077,Q18025483
2255,GATA6,Macrophages,Q101405081,Q18025483
2256,GATA6,Sertoli cells,Q101404909,Q18025483
2257,MYL2,Cardiomyocytes,Q101405077,Q18029761
2258,ACTA1,Cardiomyocytes,Q101405077,Q17709256
2259,ACTA1,Myocytes,Q101404903,Q17709256
2260,RBM20,Cardiomyocytes,Q101405077,Q18054048
2261,VLDLR,Cardiomyocytes,Q101405077,Q14897864
2262,VLDLR,Interneurons,Q101405035,Q14897864
2263,VLDLR,Neuroblasts,Q101405031,Q14897864
2264,VLDLR,Oligodendrocytes,Q101404898,Q14897864
2265,ALPK3,Cardiomyocytes,Q101405077,Q18043126
2266,RBM24,Cardiomyocytes,Q101405077,Q18053519
2267,CKMT2,Cardiomyocytes,Q101405077,Q17862004
2268,SPEG,Cardiomyocytes,Q101405077,Q18035194
2269,SPEG,Smooth muscle cells,Q101404901,Q18035194
2270,MYH7B,Cardiomyocytes,Q101405077,Q18044331
2271,MYOM2,Cardiomyocytes,Q101405077,Q18033888
2272,MYOM1,Cardiomyocytes,Q101405077,Q18033273
2273,PDLIM5,Cardiomyocytes,Q101405077,Q18035527
2274,MYH7,Cardiomyocytes,Q101405077,Q14876107
2275,MYH7,Myocytes,Q101404903,Q14876107
2276,PLN,Cardiomyocytes,Q101405077,Q14873914
2277,PLN,Smooth muscle cells,Q101404901,Q14873914
2278,TCAP,Cardiomyocytes,Q101405077,Q18033105
2279,TCAP,Myocytes,Q101404903,Q18033105
2280,SORBS2,Cardiomyocytes,Q101405077,Q18032960
2281,RYR2,Cardiomyocytes,Q101405077,Q18031341
2282,RYR2,Neurons,Q101405104,Q18031341
2283,OBSCN,Cardiomyocytes,Q101405077,Q18047361
2284,OBSCN,Smooth muscle cells,Q101404901,Q18047361
2285,ACTC1,Cardiomyocytes,Q101405077,Q17709273
2286,ACTC1,Myocytes,Q101404903,Q17709273
2287,ACTC1,Smooth muscle cells,Q101404901,Q17709273
2288,MYL3,Cardiomyocytes,Q101405077,Q18029764
2289,CORO6,Cardiomyocytes,Q101405077,Q18047901
2290,PDE4D,Cardiomyocytes,Q101405077,Q18030409
2291,NEXN,Cardiomyocytes,Q101405077,Q18048539
2292,NEXN,Smooth muscle cells,Q101404901,Q18048539
2293,FHL2,Cardiomyocytes,Q101405077,Q17928415
2294,FHL2,Endothelial cells,Q101404908,Q17928415
2295,FHL2,Myocytes,Q101404903,Q17928415
2296,FHL2,NK cells,Q101404899,Q17928415
2297,FHL2,Smooth muscle cells,Q101404901,Q17928415
2298,MYBPC3,Cardiomyocytes,Q101405077,Q18029708
2299,TTN,Cardiomyocytes,Q101405077,Q14865286
2300,TTN,Myoblasts,Q101404940,Q14865286
2301,TTN,Myocytes,Q101404903,Q14865286
2302,GPIHBP1,Cardiomyocytes,Q101405077,Q18055196
2303,GPIHBP1,Endothelial cells,Q101404908,Q18055196
2304,GPIHBP1,Kupffer cells,Q101405068,Q18055196
2305,GPIHBP1,Pericytes,Q101405045,Q18055196
2306,DMD,Cardiomyocytes,Q101405077,Q14864292
2307,DMD,Myocytes,Q101404903,Q14864292
2308,DMD,Satellite cells,Q101404953,Q14864292
2309,MFN2,Cardiomyocytes,Q101405077,Q15334407
2310,ASB2,Cardiomyocytes,Q101405077,Q18040502
2311,ART3,Cardiomyocytes,Q101405077,Q17832144
2312,ART3,Enterocytes,Q101405073,Q17832144
2313,ART3,Schwann cells,Q101404893,Q17832144
2314,RRAD,Cardiomyocytes,Q101405077,Q18031322
2315,RRAD,Smooth muscle cells,Q101404901,Q18031322
2316,ADPRHL1,Cardiomyocytes,Q101405077,Q18048917
2317,JPH2,Cardiomyocytes,Q101405077,Q18042938
2318,JPH2,Smooth muscle cells,Q101404901,Q18042938
2319,PYGM,Cardiomyocytes,Q101405077,Q18030983
2320,PYGM,Myocytes,Q101404903,Q18030983
2321,HSPB7,Cardiomyocytes,Q101405077,Q18038659
2322,MYOZ2,Cardiomyocytes,Q101405077,Q18040586
2323,ENO3,Cardiomyocytes,Q101405077,Q17916829
2324,ENO3,Fibroblasts,Q101404861,Q17916829
2325,ENO3,Myoblasts,Q101404940,Q17916829
2326,ENO3,Myocytes,Q101404903,Q17916829
2327,TRDN,Cardiomyocytes,Q101405077,Q18035314
2328,ACTN2,Cardiomyocytes,Q101405077,Q4676902
2329,ACTN2,Myocytes,Q101404903,Q4676902
2330,TNNI1,Cardiomyocytes,Q101405077,Q18032047
2331,TNNI1,Loop of Henle cells,Q101405109,Q18032047
2332,TNNI1,Myocytes,Q101404903,Q18032047
2333,SMPX,Cardiomyocytes,Q101405077,Q18037581
2334,SMPX,Mast cells,Q101404923,Q18037581
2335,MYL7,Cardiomyocytes,Q101405077,Q18044939
2336,TBX20,Cardiomyocytes,Q101405077,Q7669574
2337,TBX20,Fibroblasts,Q101404861,Q7669574
2338,TRIM63,Cardiomyocytes,Q101405077,Q18047719
2339,MB,Cardiomyocytes,Q101405077,Q14819296
2340,CTGF,Cardiomyocytes,Q101405077,Q14907752
2341,CTGF,Endothelial cells,Q101404908,Q14907752
2342,CTGF,Fibroblasts,Q101404861,Q14907752
2343,CTGF,Hepatic stellate cells,Q101404946,Q14907752
2344,CTGF,Interneurons,Q101405035,Q14907752
2345,CTGF,Mesangial cells,Q101405121,Q14907752
2346,CTGF,Pancreatic stellate cells,Q101404859,Q14907752
2347,CTGF,Pericytes,Q101405045,Q14907752
2348,CTGF,Podocytes,Q101405039,Q14907752
2349,CTGF,Pulmonary alveolar type I cells,Q101405061,Q14907752
2350,CTGF,Tanycytes,Q101405074,Q14907752
2351,MYL4,Cardiomyocytes,Q101405077,Q18029766
2352,CPT1A,Cardiomyocytes,Q101405077,Q5044069
2353,SOX18,Cardiomyocytes,Q101405077,Q18040984
2354,SOX18,Endothelial cells,Q101404908,Q18040984
2355,SOX18,Endothelial cells (aorta),Q101404926,Q18040984
2356,NOTCH1,Cardiomyocytes,Q101405077,Q18252685
2357,NOTCH1,Hematopoietic stem cells,Q101405052,Q18252685
2358,NOTCH1,Immature neurons,Q101405067,Q18252685
2359,NOTCH1,Retinal progenitor cells,Q101404912,Q18252685
2360,NOTCH1,Thymocytes,Q101405038,Q18252685
2361,SLN,Cardiomyocytes,Q101405077,Q18031589
2362,CSRP3,Cardiomyocytes,Q101405077,Q18032716
2363,TXLNB,Cardiomyocytes,Q101405077,Q18052831
2364,ATP2A2,Cardiomyocytes,Q101405077,Q17833212
2365,CKM,Cardiomyocytes,Q101405077,Q17862002
2366,CKM,Myocytes,Q101404903,Q17862002
2367,CKB,Cardiomyocytes,Q101405077,Q17861992
2368,IL11RA,Cardiomyocytes,Q101405077,Q18027864
2369,ZFPM2,Cardiomyocytes,Q101405077,Q18037162
2370,BDNF,Cardiomyocytes,Q101405077,Q14863330
2371,GJA5,Cardiomyocytes,Q101405077,Q18025961
2372,GJA5,Endothelial cells,Q101404908,Q18025961
2373,GJA5,Endothelial cells (aorta),Q101404926,Q18025961
2374,GJA5,His bundle cells,Q101404892,Q18025961
2375,GJA5,Purkinje fiber cells,Q101404887,Q18025961
2376,FMOD,Cardiomyocytes,Q101405077,Q17928896
2377,FMOD,Mesothelial cells,Q101405100,Q17928896
2378,MTTP,Cardiomyocytes,Q101405077,Q18029579
2379,MTTP,Enterocytes,Q101405073,Q18029579
2380,SLC5A1,Cardiomyocytes,Q101405077,Q15318084
2381,SLC5A1,Enterocytes,Q101405073,Q15318084
2382,SLC5A1,Proximal tubule cells,Q101404885,Q15318084
2383,TRPV1,Cardiomyocytes,Q101405077,Q14908164
2384,TRPV1,Urothelial cells,Q101404883,Q14908164
2385,SGPL1,Cardiomyocytes,Q101405077,Q18033498
2386,SGPL1,Olfactory epithelial cells,Q101405047,Q18033498
2387,HMGB2,Cardiomyocytes,Q101405077,Q18027005
2388,HMGB2,Gamma delta T cells,Q101405093,Q18027005
2389,STC1,Cardiomyocytes,Q101405077,Q18031755
2390,STC1,Principal cells,Q101404911,Q18031755
2391,FGF23,Cardiomyocytes,Q101405077,Q14897899
2392,FGF23,Osteocytes,Q101404904,Q14897899
2393,STRN,Cardiomyocytes,Q101405077,Q18031768
2394,HEY2,Cardiomyocytes,Q101405077,Q18037215
2395,HEY2,Endothelial cells (aorta),Q101404926,Q18037215
2396,HEY2,Loop of Henle cells,Q101405109,Q18037215
2397,ADIPOR1,Cardiomyocytes,Q101405077,Q4651125
2398,ADIPOR1,Sebocytes,Q101405069,Q4651125
2399,ADIPOR2,Cardiomyocytes,Q101405077,Q4651127
2400,PDE1A,Cardiomyocytes,Q101405077,Q18030401
2401,PDE1A,Interneurons,Q101405035,Q18030401
2402,PDE1A,Neurons,Q101405104,Q18030401
2403,PDE1A,Purkinje neurons,Q101404913,Q18030401
2404,CASQ2,Cardiomyocytes,Q101405077,Q17855954
2405,TPM1,Cardiomyocytes,Q101405077,Q18032079
2406,TPM1,Peritubular myoid cells,Q101405058,Q18032079
2407,SSTR2,Cholangiocytes,Q101405042,Q18031731
2408,SSTR2,Enteroendocrine cells,Q101404935,Q18031731
2409,SSTR2,Immature neurons,Q101405067,Q18031731
2410,SLC4A2,Cholangiocytes,Q101405042,Q18031531
2411,SLC4A2,Choroid plexus cells,Q101404896,Q18031531
2412,SCTR,Cholangiocytes,Q101405042,Q18031409
2413,KRT7,Cholangiocytes,Q101405042,Q14864152
2414,KRT7,Ductal cells,Q101404956,Q14864152
2415,KRT7,Epithelial cells,Q101404948,Q14864152
2416,KRT7,Goblet cells,Q101405054,Q14864152
2417,KRT7,Mammary epithelial cells,Q101404863,Q14864152
2418,KRT7,Mesothelial cells,Q101405100,Q14864152
2419,KRT7,Pulmonary alveolar type I cells,Q101405061,Q14864152
2420,KRT7,Sebocytes,Q101405069,Q14864152
2421,KRT7,Trophoblast cells,Q101404927,Q14864152
2422,KCNN2,Cholangiocytes,Q101405042,Q18028224
2423,GGT6,Cholangiocytes,Q101405042,Q18049608
2424,CFTR,Cholangiocytes,Q101405042,Q14864712
2425,CFTR,Ductal cells,Q101404956,Q14864712
2426,CFTR,Ionocytes,Q101404947,Q14864712
2427,CCKBR,Cholangiocytes,Q101405042,Q5104299
2428,CCKBR,Neuroblasts,Q101405031,Q5104299
2429,GGT1,Cholangiocytes,Q101405042,Q18025822
2430,GGT1,Epithelial cells,Q101404948,Q18025822
2431,GGT1,Hepatoblasts,Q101404910,Q18025822
2432,JAG1,Cholangiocytes,Q101405042,Q18251749
2433,JAG1,Distal tubule cells,Q101405088,Q18251749
2434,JAG1,Intercalated cells,Q101404915,Q18251749
2435,GPBAR1,Cholangiocytes,Q101405042,Q18052005
2436,GGT7,Cholangiocytes,Q101405042,Q18025864
2437,GGT7,Retinal ganglion cells,Q101405117,Q18025864
2438,KRT19,Cholangiocytes,Q101405042,Q14864204
2439,KRT19,Ductal cells,Q101404956,Q14864204
2440,KRT19,Luminal epithelial cells,Q101404886,Q14864204
2441,KRT19,Mammary epithelial cells,Q101404863,Q14864204
