,official gene symbol,cell type
2853,KLF9,Fibroblasts
2854,NFAT5,Fibroblasts
2855,NFATC1,Fibroblasts
2856,NFKB1,Fibroblasts
2857,NR4A1,Fibroblasts
2858,NR4A2,Fibroblasts
2859,PBX1,Fibroblasts
2860,RUNX1,Fibroblasts
2861,STAT3,Fibroblasts
2862,TCF4,Fibroblasts
2863,ZEB2,Fibroblasts
2864,LAMC1,Fibroblasts
2865,MEDAG,Fibroblasts
2867,LAMB1,Fibroblasts
2868,DKK3,Fibroblasts
2869,TBX20,Fibroblasts
2870,MDK,Fibroblasts
2871,GSTM5,Fibroblasts
2872,NGF,Fibroblasts
2873,VEGFA,Fibroblasts
2874,FGF2,Fibroblasts
2875,P4HTM,Fibroblasts
2876,CKAP4,Fibroblasts
2877,INMT,Fibroblasts
2878,CXCL14,Fibroblasts
2879,TTF1,Follicular cells
2880,SLC6A4,Follicular cells
2881,KCNIP3,Follicular cells
2882,TSHR,Follicular cells
2883,TG,Follicular cells
2884,IYD,Follicular cells
2885,ASGR1,Follicular cells
2886,PRLR,Follicular cells
2887,TPO,Follicular cells
2888,DIO1,Follicular cells
2889,SLC26A7,Follicular cells
2890,CDH16,Follicular cells
2891,SLC16A11,Follicular cells
2892,FOXE1,Follicular cells
2893,MUC1,Foveolar cells
2894,ANXA10,Foveolar cells
2895,MUC5AC,Foveolar cells
2896,TFF1,Foveolar cells
2897,FOXQ1,Foveolar cells
2898,SULT1C2,Foveolar cells
2899,PTGR1,Foveolar cells
2901,PLA2G1B,Foveolar cells
2902,CLPS,Foveolar cells
2903,GSTA1,Foveolar cells
2904,PGC,Foveolar cells
2906,TFF2,Foveolar cells
2907,LGALS2,Foveolar cells
2908,PSCA,Foveolar cells
2910,GKN2,Foveolar cells
2911,GKN1,Foveolar cells
2912,CLDN18,Foveolar cells
2913,KRT20,Foveolar cells
2914,LGALS4,Foveolar cells
2915,AKR1B10,Foveolar cells
2916,IL33,Foveolar cells
2917,SLC6A1,GABAergic neurons
2918,GABBR2,GABAergic neurons
2919,GAD1,GABAergic neurons
2920,GADD45B,GABAergic neurons
2921,PAX2,GABAergic neurons
2922,SLC32A1,GABAergic neurons
2923,GAD2,GABAergic neurons
2924,VIP,GABAergic neurons
2925,SST,GABAergic neurons
2926,PVALB,GABAergic neurons
2927,TNFAIP8L3,GABAergic neurons
2928,SEMA3C,GABAergic neurons
2929,MYBPC1,GABAergic neurons
2930,PARM1,GABAergic neurons
2931,DLX1,GABAergic neurons
2932,PPY,Gamma (PP) cells
2933,SCGN,Gamma (PP) cells
2934,FXYD2,Gamma (PP) cells
2935,SCGB2A1,Gamma (PP) cells
2936,GPC5-AS1,Gamma (PP) cells
2937,CMTM8,Gamma (PP) cells
2938,ARX,Gamma (PP) cells
2939,ETV1,Gamma (PP) cells
2940,PPY2P,Gamma (PP) cells
2941,PXK,Gamma (PP) cells
2942,SERTM1,Gamma (PP) cells
2943,SLITRK6,Gamma (PP) cells
2944,SEMA3E,Gamma (PP) cells
2945,APOBEC2,Gamma (PP) cells
2946,ABCC9,Gamma (PP) cells
2947,NEUROD1,Gamma (PP) cells
2948,PAX6,Gamma (PP) cells
2949,ISL1,Gamma (PP) cells
2950,CARTPT,Gamma (PP) cells
2951,THSD7A,Gamma (PP) cells
2952,AQP3,Gamma (PP) cells
2953,ENTPD2,Gamma (PP) cells
2954,PTGFR,Gamma (PP) cells
2955,CHN2,Gamma (PP) cells
2956,EGR3,Gamma (PP) cells
2957,LMO3,Gamma (PP) cells
2958,MEIS1,Gamma (PP) cells
2959,ZNF503,Gamma (PP) cells
2960,FGB,Gamma (PP) cells
2961,GNLY,Gamma delta T cells
2962,PTGDS,Gamma delta T cells
2963,GZMB,Gamma delta T cells
2964,S100B,Gamma delta T cells
2965,FGFBP2,Gamma delta T cells
2966,NKG7,Gamma delta T cells
2967,PRF1,Gamma delta T cells
2968,KLRF1,Gamma delta T cells
2969,HOPX,Gamma delta T cells
2970,CST7,Gamma delta T cells
2971,KLRD1,Gamma delta T cells
2972,CTSW,Gamma delta T cells
2973,SPON2,Gamma delta T cells
2974,IFITM1,Gamma delta T cells
2975,GZMA,Gamma delta T cells
2976,CD247,Gamma delta T cells
2977,CLIC3,Gamma delta T cells
2978,CD7,Gamma delta T cells
2979,ADGRG1,Gamma delta T cells
2980,CCL5,Gamma delta T cells
2981,TRDC,Gamma delta T cells
2982,STMN1,Gamma delta T cells
2983,HMGB2,Gamma delta T cells
2984,TYMS,Gamma delta T cells
2985,MKI67,Gamma delta T cells
2986,UBE2C,Gamma delta T cells
2987,TUBA1B,Gamma delta T cells
2988,ASPM,Gamma delta T cells
2989,CENPA,Gamma delta T cells
2990,TOP2A,Gamma delta T cells
2991,PCNA,Gamma delta T cells
2992,AURKB,Gamma delta T cells
2993,BIRC5,Gamma delta T cells
2994,NUSAP1,Gamma delta T cells
2995,TROAP,Gamma delta T cells
2996,TUBB,Gamma delta T cells
2997,H2AFX,Gamma delta T cells
2998,CENPF,Gamma delta T cells
2999,CCNB1,Gamma delta T cells
3000,H2AFZ,Gamma delta T cells
3001,TRGV2,Gamma delta T cells
3002,TRGV10,Gamma delta T cells
3003,TRGV11,Gamma delta T cells
3004,TRGV1,Gamma delta T cells
3005,TRGV3,Gamma delta T cells
3006,TRGV4,Gamma delta T cells
3007,TRGV5,Gamma delta T cells
3008,TRGV8,Gamma delta T cells
3009,TRGV9,Gamma delta T cells
3010,TRGJ1,Gamma delta T cells
3011,TRGJ2,Gamma delta T cells
3012,TRGJP1,Gamma delta T cells
3013,TRGJP2,Gamma delta T cells
3014,TRGJP,Gamma delta T cells
3015,TRGC1,Gamma delta T cells
3016,TRGC2,Gamma delta T cells
3017,TRDD1,Gamma delta T cells
3018,TRDD2,Gamma delta T cells
3019,TRDD3,Gamma delta T cells
3020,TRDJ1,Gamma delta T cells
3021,TRDJ2,Gamma delta T cells
3022,TRDJ3,Gamma delta T cells
3023,TRDJ4,Gamma delta T cells
3024,TRDV1,Gamma delta T cells
3025,TRDV2,Gamma delta T cells
3026,TRDV3,Gamma delta T cells
3027,ANPEP,Gastric chief cells
3028,BHLHA15,Gastric chief cells
3029,RAB3D,Gastric chief cells
3030,LEP,Gastric chief cells
3031,LGR5,Gastric chief cells
3032,KCNQ1,Gastric chief cells
3033,EGFR,Gastric chief cells
3034,PRKCZ,Gastric chief cells
3035,CHIA,Gastric chief cells
3036,CHRM3,Gastric chief cells
3037,EGFR,Germ cells
3038,POU5F1,Germ cells
3039,TFAP2C,Germ cells
3040,DAZL,Germ cells
3041,MAGEA4,Germ cells
3042,DDX4,Germ cells
3043,ZAR1,Germ cells
3044,TESMIN,Germ cells
3045,TEX101,Germ cells
3046,GCNA,Germ cells
3047,PRM1,Germ cells
3048,TNP2,Germ cells
3049,FABP9,Germ cells
3050,ODF2,Germ cells
3051,CRISP2,Germ cells
3052,TCP11,Germ cells
3053,GGNBP1,Germ cells
3054,PHF7,Germ cells
3055,CREB5,Germ cells
3057,SLFNL1,Germ cells
3058,COX7B2,Germ cells
3059,KIF2B,Germ cells
3060,CCDC30,Germ cells
3061,LRRC57,Germ cells
3063,BCL2L14,Germ cells
3064,AQP11,Germ cells
3066,TEX35,Germ cells
3067,SPINK2,Germ cells
3068,TSSK3,Germ cells
3070,CREB3L4,Germ cells
3071,TSACC,Germ cells
3072,SPATA46,Germ cells
3074,TEKT1,Germ cells
3075,MORN5,Germ cells
3077,OTUB2,Germ cells
3079,TSKS,Germ cells
3081,H2AFB1,Germ cells
3082,ATL3,Germ cells
3083,DMRTB1,Germ cells
3085,TMCO2,Germ cells
3087,FHL5,Germ cells
3088,MS4A5,Germ cells
3089,CST8,Germ cells
3090,TMEM247,Germ cells
3091,GALNTL5,Germ cells
3092,OSBP2,Germ cells
3093,MARCH11,Germ cells
3094,TEX33,Germ cells
3095,SPATA20,Germ cells
3097,CDRT4,Germ cells
3098,SPATA18,Germ cells
3099,LRRC18,Germ cells
3100,SCP2D1,Germ cells
3101,IQCF1,Germ cells
3102,PGK2,Germ cells
3103,TULP2,Germ cells
3105,CCDC54,Germ cells
3106,AKAP4,Germ cells
3107,GTSF1,Germ cells
3108,PPP3R2,Germ cells
3109,TPPP2,Germ cells
3111,LELP1,Germ cells
3113,SPERT,Germ cells
3115,CATSPERZ,Germ cells
3116,MAEL,Germ cells
3117,PGAM2,Germ cells
3118,TMEM53,Germ cells
3119,ACTRT2,Germ cells
3120,ROPN1,Germ cells
3121,RNF151,Germ cells
3122,IQCF3,Germ cells
3123,CABS1,Germ cells
3124,CCDC91,Germ cells
3125,SPATA3,Germ cells
3126,LRRC46,Germ cells
3127,PDCL2,Germ cells
3128,H1FNT,Germ cells
3129,TSSK6,Germ cells
3130,COX8C,Germ cells
3131,CETN1,Germ cells
3132,SPATA19,Germ cells
3133,TSSK2,Germ cells
3134,ZNRF4,Germ cells
3136,SPATA24,Germ cells
3137,SPATA4,Germ cells
3138,FAM71E1,Germ cells
3139,FAM229A,Germ cells
3141,HILS1,Germ cells
3142,HRASLS5,Germ cells
3143,GAPDHS,Germ cells
3145,HSPB9,Germ cells
3146,SPATA33,Germ cells
3147,SPZ1,Germ cells
3149,PRM3,Germ cells
3150,RBAKDN,Germ cells
3151,DNAJB3,Germ cells
3152,HMGB4,Germ cells
3153,ROPN1L,Germ cells
3154,GSG1,Germ cells
3156,TNP1,Germ cells
3157,SMCP,Germ cells
3158,LDHC,Germ cells
3159,PRM2,Germ cells
3160,DNAAF1,Germ cells
3161,ACYP1,Germ cells
3162,SORD,Germ cells
3163,DKKL1,Germ cells
3164,RSPH1,Germ cells
3165,COX6B2,Germ cells
3166,MLF1,Germ cells
3167,SMIM24,Germ cells
3168,SPA17,Germ cells
3169,MEIG1,Germ cells
3170,FKBP6,Germ cells
3171,TAF7L,Germ cells
3173,SYCP1,Germ cells
3174,SOHLH1,Germ cells
3175,SLC25A31,Germ cells
3176,PHF13,Germ cells
3177,EGR4,Germ cells
3178,SMC1B,Germ cells
3179,TEX15,Germ cells
3180,MOV10L1,Germ cells
3182,WDR5,Germ cells
3183,DMRT1,Germ cells
3184,STRA8,Germ cells
3185,ZMYND19,Germ cells
3186,MDN1,Germ cells
3187,PIWIL2,Germ cells
3189,NR6A1,Germ cells
3190,RSBN1L,Germ cells
3191,DYNLT1,Germ cells
3192,PARN,Germ cells
3193,MKI67,Germ cells
3194,CHEK1,Germ cells
3195,BRCA1,Germ cells
3196,DMC1,Germ cells
3197,MRPL14,Germ cells
3198,MLH3,Germ cells
3199,SPAG6,Germ cells
3200,ZPBP2,Germ cells
3201,DNAH6,Germ cells
3202,CAMK4,Germ cells
3203,CREM,Germ cells
3204,MYO1D,Germ cells
3205,HOOK1,Germ cells
3206,SPATA12,Germ cells
3207,DRD2,Glomus cells
3208,NOS1,Glomus cells
3209,PHOX2B,Glomus cells
3210,TH,Glomus cells
3211,HMOX2,Glomus cells
3212,NDUFA4L2,Glomus cells
3213,COX4I2,Glomus cells
3214,IL1R1,Glomus cells
3215,TNFRSF1A,Glomus cells
3216,CTH,Glomus cells
3217,CBS,Glomus cells
3218,GJA1,Glomus cells
3219,KCNK3,Glomus cells
3220,ASIC1,Glomus cells
3221,ASIC3,Glomus cells
3222,CALD1,Glomus cells
3223,COL4A1,Glomus cells
3224,VIM,Glomus cells
3225,EPAS1,Glomus cells
3226,GFRA1,Glomus cells
3227,GFRA2,Glomus cells
3228,GAP43,Glomus cells
3229,MMP9,Glomus cells
3230,IL6ST,Glomus cells
3231,KCNJ11,Glomus cells
3232,KCNJ8,Glomus cells
3233,ABCC8,Glomus cells
3234,KCNK9,Glomus cells
3235,SLC17A7,Glutaminergic neurons
3236,SLC17A6,Glutaminergic neurons
3237,GRIN1,Glutaminergic neurons
3238,GRIN2B,Glutaminergic neurons
3239,GLS,Glutaminergic neurons
3240,MEIS2,Glutaminergic neurons
3241,SLC17A8,Glutaminergic neurons
3242,SLC1A1,Glutaminergic neurons
3243,SLC1A2,Glutaminergic neurons
3244,SLC1A6,Glutaminergic neurons
3245,SLC6A9,Glycinergic neurons
3246,SLC32A1,Glycinergic neurons
3247,CREB3L1,Goblet cells
3248,NLRP6,Goblet cells
3249,MUC5AC,Goblet cells
3250,MUC2,Goblet cells
3251,SLC9A8,Goblet cells
3252,OTOGL,Goblet cells
3253,ITLN1,Goblet cells
3254,AQP3,Goblet cells
3255,CDON,Goblet cells
3256,MUC4,Goblet cells
3257,MUC5B,Goblet cells
3258,TMEM207,Goblet cells
3259,TFF3,Goblet cells
3260,AGR2,Goblet cells
3261,CDX2,Goblet cells
3262,KRT7,Goblet cells
3263,KRT20,Goblet cells
3265,GUCA2A,Goblet cells
3266,PHGR1,Goblet cells
3267,MUC13,Goblet cells
3268,FCGBP,Goblet cells
3269,CLCA1,Goblet cells
3270,ZG16,Goblet cells
3271,TPSG1,Goblet cells
3272,GALNT12,Goblet cells
3273,ATOH1,Goblet cells
3274,REP15,Goblet cells
3275,PDIA5,Goblet cells
3276,PLA2G10,Goblet cells
3277,KLK1,Goblet cells
3278,SPDEF,Goblet cells
3279,LRRC26,Goblet cells
3280,BACE2,Goblet cells
3281,MANF,Goblet cells
3283,SPINK4,Goblet cells
3284,AMH,Granulosa cells
3285,MCAM,Granulosa cells
3287,BOK,Granulosa cells
3288,ADAMTS1,Granulosa cells
3289,LOX,Granulosa cells
3290,FHL1,Granulosa cells
3291,INHA,Granulosa cells
3292,HSD3B1,Granulosa cells
3294,HTRA1,Granulosa cells
3295,GAPDH,Granulosa cells
3296,TNNI3,Granulosa cells
3297,HSD17B1,Granulosa cells
3298,HJURP,Granulosa cells
3299,FSHR,Granulosa cells
3300,FOXL2,Granulosa cells
3301,CYP19A1,Granulosa cells
3302,ETV2,Hemangioblasts
3303,T,Hemangioblasts
3304,TAL1,Hemangioblasts
3305,THY1,Hematopoietic stem cells
3306,MPL,Hematopoietic stem cells
3307,KIT,Hematopoietic stem cells
3308,PROM1,Hematopoietic stem cells
3309,FLT3,Hematopoietic stem cells
3310,SLAMF1,Hematopoietic stem cells
3311,CXCR4,Hematopoietic stem cells
3312,TEK,Hematopoietic stem cells
3313,ABCB1,Hematopoietic stem cells
3314,ABCG2,Hematopoietic stem cells
3315,BAALC,Hematopoietic stem cells
3316,SPN,Hematopoietic stem cells
3317,CDCP1,Hematopoietic stem cells
3318,MYADM,Hematopoietic stem cells
3319,KITLG,Hematopoietic stem cells
3320,TGFB2,Hematopoietic stem cells
3321,PTPRE,Hematopoietic stem cells
3322,TAF7,Hematopoietic stem cells
3323,GATA2,Hematopoietic stem cells
3324,GPR171,Hematopoietic stem cells
3325,ANGPT1,Hematopoietic stem cells
3326,PROCR,Hematopoietic stem cells
3327,NFE2,Hematopoietic stem cells
3328,NKX2-3,Hematopoietic stem cells
3329,HHEX,Hematopoietic stem cells
3330,MEIS1,Hematopoietic stem cells
3331,LYL1,Hematopoietic stem cells
3332,ELF1,Hematopoietic stem cells
3333,HLF,Hematopoietic stem cells
3334,RGS18,Hematopoietic stem cells
3335,MYCT1,Hematopoietic stem cells
3336,ADGRG1,Hematopoietic stem cells
3337,DNMT3B,Hematopoietic stem cells
3338,MYCN,Hematopoietic stem cells
3339,ARID3A,Hematopoietic stem cells
3340,ITGA2B,Hematopoietic stem cells
3341,GATA3,Hematopoietic stem cells
3342,ROBO4,Hematopoietic stem cells
3343,PITX2,Hematopoietic stem cells
3344,TXNIP,Hematopoietic stem cells
3345,RUNX1,Hematopoietic stem cells
3346,PTPRS,Hematopoietic stem cells
3347,PTPRC,Hematopoietic stem cells
3348,CD44,Hematopoietic stem cells
3349,GFI1,Hematopoietic stem cells
3350,CD48,Hematopoietic stem cells
3351,HMGB3,Hematopoietic stem cells
3352,TLR2,Hematopoietic stem cells
3353,APC,Hematopoietic stem cells
3354,GNL3,Hematopoietic stem cells
3355,MGST1,Hematopoietic stem cells
3356,G0S2,Hematopoietic stem cells
3357,PRNP,Hematopoietic stem cells
3358,CD34,Hematopoietic stem cells
3359,BMI1,Hematopoietic stem cells
3360,CD59,Hematopoietic stem cells
3361,ITGA4,Hematopoietic stem cells
3362,ANPEP,Hematopoietic stem cells
3363,CD33,Hematopoietic stem cells
3364,IL3RA,Hematopoietic stem cells
3365,HLX,Hematopoietic stem cells
3366,NKX3-1,Hematopoietic stem cells
3367,THSD1,Hematopoietic stem cells
3368,NCOR2,Hematopoietic stem cells
3369,EGR1,Hematopoietic stem cells
3370,FGD5,Hematopoietic stem cells
3371,MECOM,Hematopoietic stem cells
3372,CTNNAL1,Hematopoietic stem cells
3373,VWF,Hematopoietic stem cells
3374,PBX2,Hematopoietic stem cells
3375,TAL1,Hematopoietic stem cells
3376,ERG,Hematopoietic stem cells
3377,NEO1,Hematopoietic stem cells
3378,EGR3,Hematopoietic stem cells
3379,MAFF,Hematopoietic stem cells
3380,ITGA6,Hematopoietic stem cells
3381,GJB1,Hematopoietic stem cells
3382,CDH2,Hematopoietic stem cells
3383,ALDH1A1,Hematopoietic stem cells
3384,GFI1B,Hematopoietic stem cells
3385,NOTCH1,Hematopoietic stem cells
3386,NOTCH2,Hematopoietic stem cells
3387,PLXDC2,Hematopoietic stem cells
3388,ESAM,Hematopoietic stem cells
3389,ACE,Hematopoietic stem cells
3390,TRPC6,Hematopoietic stem cells
3391,HOXB5,Hematopoietic stem cells
3392,TET2,Hematopoietic stem cells
3393,ADAMTS13,Hepatic stellate cells
3394,CYGB,Hepatic stellate cells
3395,PPARG,Hepatic stellate cells
3396,PDGFRA,Hepatic stellate cells
3397,RGS5,Hepatic stellate cells
3398,PPARA,Hepatic stellate cells
3399,FOXF1,Hepatic stellate cells
3400,ALB,Hepatic stellate cells
3401,NR1H4,Hepatic stellate cells
3402,CTGF,Hepatic stellate cells
3403,SEMA7A,Hepatic stellate cells
3404,AGTR1,Hepatic stellate cells
3405,PNPLA3,Hepatic stellate cells
3406,WT1,Hepatic stellate cells
3407,FGF10,Hepatic stellate cells
3408,GFAP,Hepatic stellate cells
3409,NGFR,Hepatic stellate cells
3410,VEGFA,Hepatic stellate cells
3411,ACTA2,Hepatic stellate cells
3412,MYB,Hepatic stellate cells
3413,DES,Hepatic stellate cells
3414,FAP,Hepatic stellate cells
3415,SLC8A1,Hepatic stellate cells
3416,RELN,Hepatic stellate cells
3417,SYP,Hepatic stellate cells
3418,VCL,Hepatic stellate cells
3419,TIMP1,Hepatic stellate cells
3420,COL1A1,Hepatic stellate cells
3421,TAGLN,Hepatic stellate cells
3422,COL1A2,Hepatic stellate cells
3423,COL3A1,Hepatic stellate cells
3424,SPARC,Hepatic stellate cells
3425,RBP1,Hepatic stellate cells
3426,DCN,Hepatic stellate cells
3427,MYL9,Hepatic stellate cells
3428,TPM2,Hepatic stellate cells
3429,MEG3,Hepatic stellate cells
3430,BGN,Hepatic stellate cells
3431,IGFBP7,Hepatic stellate cells
3432,IGFBP3,Hepatic stellate cells
3433,CYR61,Hepatic stellate cells
3434,OLFML3,Hepatic stellate cells
3435,IGFBP6,Hepatic stellate cells
3436,CCL2,Hepatic stellate cells
3437,COLEC11,Hepatic stellate cells
3438,HGF,Hepatic stellate cells
3439,AFP,Hepatoblasts
3440,ALB,Hepatoblasts
3441,CEBPA,Hepatoblasts
3442,KRT14,Hepatoblasts
3443,DLK1,Hepatoblasts
3444,CDH1,Hepatoblasts
3445,FOXM1,Hepatoblasts
3446,GGT1,Hepatoblasts
3447,HNF4A,Hepatoblasts
3448,PROX1,Hepatoblasts
3449,MAP2K4,Hepatoblasts
3450,SMAD5,Hepatoblasts
3451,KRT18,Hepatoblasts
3452,KRT8,Hepatoblasts
3453,HNF1B,Hepatoblasts
3454,HHEX,Hepatoblasts
3455,MET,Hepatoblasts
3456,FOSL1,Hepatocytes
3457,EPPK1,Hepatocytes
3458,UCP2,Hepatocytes
3459,GCK,Hepatocytes
3460,LRP5,Hepatocytes
3461,SLC10A1,Hepatocytes
3462,NOS2,Hepatocytes
3463,ATP7B,Hepatocytes
3464,HNF4A,Hepatocytes
3465,GJB2,Hepatocytes
3466,FGFR4,Hepatocytes
3467,PROX1,Hepatocytes
3468,CRP,Hepatocytes
3469,GRP,Hepatocytes
3470,SLC2A2,Hepatocytes
3471,TFR2,Hepatocytes
3472,KIF13B,Hepatocytes
3473,LIPC,Hepatocytes
3474,VDR,Hepatocytes
3475,ASGR1,Hepatocytes
3476,ARG1,Hepatocytes
3477,AFP,Hepatocytes
3478,ALB,Hepatocytes
3479,G6PC,Hepatocytes
3480,OTC,Hepatocytes
3481,SERPINA1,Hepatocytes
3482,UGT1A1,Hepatocytes
3483,ZHX2,Hepatocytes
3484,HHEX,Hepatocytes
3485,FOXA3,Hepatocytes
3486,FOXA2,Hepatocytes
3487,FOXA1,Hepatocytes
3488,CYP7A1,Hepatocytes
3489,CYP3A7,Hepatocytes
3490,CYP3A4,Hepatocytes
3491,CYP2E1,Hepatocytes
3492,CYP2D6,Hepatocytes
3493,CYP2C9,Hepatocytes
3494,CYP2C8,Hepatocytes
3495,CYP2C19,Hepatocytes
3496,CYP2B6,Hepatocytes
3497,CYP2A6,Hepatocytes
3498,CYP1A2,Hepatocytes
3499,CEBPA,Hepatocytes
3500,CDH1,Hepatocytes
3501,GPC3,Hepatocytes
3502,AHR,Hepatocytes
3503,CYP1A1,Hepatocytes
3504,NR1I3,Hepatocytes
3505,CPS1,Hepatocytes
3506,GLS2,Hepatocytes
3507,PCK1,Hepatocytes
3509,TAT,Hepatocytes
3510,WT1,Hepatocytes
3511,PRRG4,Hepatocytes
3512,SULT1A1,Hepatocytes
3513,APOH,Hepatocytes
3514,CTNNB1,Hepatocytes
3515,ABCC3,Hepatocytes
3516,FGB,Hepatocytes
3517,AQP3,Hepatocytes
3518,PLSCR1,Hepatocytes
3519,FGA,Hepatocytes
3520,APOB,Hepatocytes
3521,ANG,Hepatocytes
3522,ANXA13,Hepatocytes
3523,SAT2,Hepatocytes
3524,SFRP5,Hepatocytes
3525,A1CF,Hepatocytes
3526,APOA1,Hepatocytes
3527,BNIP3,Hepatocytes
3528,FGL1,Hepatocytes
3529,PAH,Hepatocytes
3530,SERPINA6,Hepatocytes
3531,APOA2,Hepatocytes
3532,AZGP1,Hepatocytes
3533,FGG,Hepatocytes
3534,APOC3,Hepatocytes
3535,DEFB1,Hepatocytes
3536,TM4SF4,Hepatocytes
3537,GC,Hepatocytes
3538,AMBP,Hepatocytes
3539,ORM1,Hepatocytes
3540,TTR,Hepatocytes
3544,HAL,Hepatocytes
3545,ASS1,Hepatocytes
3546,CYP2A7,Hepatocytes
3547,SCD,Hepatocytes
3548,HMGCS1,Hepatocytes
3549,ACSS2,Hepatocytes
3550,TM7SF2,Hepatocytes
3551,SEC16B,Hepatocytes
3552,SLBP,Hepatocytes
3553,RND3,Hepatocytes
3554,BCHE,Hepatocytes
3555,GHR,Hepatocytes
3556,ALDH6A1,Hepatocytes
3557,MASP2,Hepatocytes
3558,AKR1C1,Hepatocytes
3559,HPR,Hepatocytes
3560,HAMP,Hepatocytes
3561,GLUL,Hepatocytes
3562,ACLY,Hepatocytes
3563,ASL,Hepatocytes
3565,TMEM97,Hepatocytes
3566,CP,Hepatocytes
3567,SLPI,Hepatocytes
3568,ACAT2,Hepatocytes
3569,TM4SF5,Hepatocytes
3570,MSMO1,Hepatocytes
3571,LEPR,Hepatocytes
3572,RCAN1,Hepatocytes
3573,AR,Hepatocytes
3574,PLIN1,Hepatocytes
3575,RPP25L,Hepatocytes
3576,HSD11B1,Hepatocytes
3577,APOM,Hepatocytes
3578,TKFC,Hepatocytes
3579,G0S2,Hepatocytes
3580,PON3,Hepatocytes
3581,C1ORF53,Hepatocytes
3582,TTC36,Hepatocytes
3583,GOLT1A,Hepatocytes
3584,FST,Hepatocytes
3585,MCC,Hepatocytes
3586,AQP9,Hepatocytes
3587,GSTA2,Hepatocytes
3588,NNT,Hepatocytes
3589,SAA4,Hepatocytes
3590,MRPS18C,Hepatocytes
3591,OCIAD1,Hepatocytes
3592,APOA5,Hepatocytes
3593,ENTPD5,Hepatocytes
3594,C4B,Hepatocytes
3595,EID2,Hepatocytes
3596,TP53INP2,Hepatocytes
3597,ATIC,Hepatocytes
3598,SERPINH1,Hepatocytes
3599,SAMD5,Hepatocytes
3600,GRB14,Hepatocytes
3601,ABCD3,Hepatocytes
3602,RHOB,Hepatocytes
3603,EPB41L4B,Hepatocytes
3604,GPAT4,Hepatocytes
3605,SPTBN1,Hepatocytes
3606,SDC2,Hepatocytes
3607,PHLDA1,Hepatocytes
3608,WTAP,Hepatocytes
3609,ACADM,Hepatocytes
3610,GJA5,His bundle cells
3611,GJC1,His bundle cells
3612,KCNK3,His bundle cells
3613,PAX6,Immature neurons
3614,PCLO,Immature neurons
3615,CUX2,Immature neurons
3616,SLC12A5,Immature neurons
3617,POMC,Immature neurons
3618,STIM2,Immature neurons
3619,RAX,Immature neurons
3620,CUL5,Immature neurons
3621,HIVEP2,Immature neurons
3622,FUT9,Immature neurons
3623,TBR1,Immature neurons
3624,PROX1,Immature neurons
3625,NTRK3,Immature neurons
3626,RND2,Immature neurons
3627,FEZF2,Immature neurons
3628,SOX5,Immature neurons
3629,ROBO1,Immature neurons
3630,EPHA7,Immature neurons
3631,EPHA3,Immature neurons
3632,YY2,Immature neurons
3633,SLC1A1,Immature neurons
3634,NOTCH3,Immature neurons
3635,NOTCH1,Immature neurons
3636,LHX6,Immature neurons
3637,NES,Immature neurons
3638,RBFOX3,Immature neurons
3639,CREB1,Immature neurons
3640,NEUROD1,Immature neurons
3641,ASCL1,Immature neurons
3642,NTRK1,Immature neurons
3643,SYN1,Immature neurons
3644,NF1,Immature neurons
3645,BCL2,Immature neurons
3646,SLC6A5,Immature neurons
3647,FOXD2,Immature neurons
3648,ICAM5,Immature neurons
3649,SSTR2,Immature neurons
3650,NEUROG2,Immature neurons
3651,FOXI1,Intercalated cells
3652,SLC26A11,Intercalated cells
3653,CLCNKB,Intercalated cells
3654,SLC4A1,Intercalated cells
3655,SLC26A4,Intercalated cells
3656,ATP6V1B1,Intercalated cells
3657,SLC4A8,Intercalated cells
3658,AQP6,Intercalated cells
3659,ATP6V1C2,Intercalated cells
3660,ATP6V1G3,Intercalated cells
3661,ATP6V0D2,Intercalated cells
3662,OXGR1,Intercalated cells
3663,RHCG,Intercalated cells
3664,TMEM213,Intercalated cells
3665,EGF,Intercalated cells
3666,FXYD2,Intercalated cells
3667,AVPR1A,Intercalated cells
3668,CLCNKA,Intercalated cells
3669,RHBG,Intercalated cells
3670,DMRT2,Intercalated cells
3671,P2RY14,Intercalated cells
3672,AP1S3,Intercalated cells
3673,INSRR,Intercalated cells
3674,JAG1,Intercalated cells
3675,ADGRF5,Intercalated cells
3676,CALB1,Interneurons
3677,CCK,Interneurons
3678,CHAT,Interneurons
3679,VSX2,Interneurons
3680,EN1,Interneurons
3681,ETV1,Interneurons
3682,EVX1,Interneurons
3683,GAD1,Interneurons
3684,ISL1,Interneurons
3685,LHX1,Interneurons
3686,LHX5,Interneurons
3687,LHX3,Interneurons
3688,LHX6,Interneurons
3689,GRM1,Interneurons
3690,NPY,Interneurons
3691,OPRM1,Interneurons
3692,GRIN2D,Interneurons
3693,NOS1,Interneurons
3694,PVALB,Interneurons
3695,PAX2,Interneurons
3696,SST,Interneurons
3697,TACR1,Interneurons
3698,VIP,Interneurons
3699,CRHR1,Interneurons
3700,PACSIN1,Interneurons
3701,SYN1,Interneurons
3702,FGF12,Interneurons
3703,NXPH1,Interneurons
3704,SYT7,Interneurons
3705,PTPRO,Interneurons
3706,DLGAP1,Interneurons
3707,GNG4,Interneurons
3708,HAP1,Interneurons
3709,SHISA8,Interneurons
3710,PCBP3,Interneurons
3711,ABAT,Interneurons
